Bankable,Breeedable Form,Origin,Games First Appears On,Form variant,Regional form,Special form,Family,Family order,Evolution,Pokémon,Pokémon Fr,Dex,Sprites,Shiny Sprites,Icon,Bulbapedia Name,Bankable-ish,Slug,Type 1,Type 1 ico,Type 2,Type 2 ico,Steps,Egg Group,Egg Group 2,Male,Female,Ability 1,Ability 2,Hidden Ability,Abilities,All Moves,Move Type,Natures,Increases,Decreases
Yes,No,3,"Ruby, Sapphire, Emerald",,,,Latios,0,,Latios,Latios,381,,,latios,Latios,,latios,Dragon,,Pyschic,,"30,720",Undiscovered,,100.00%,0.00%,Levitate,,,,Shell Trap,Fire,,,
No,No,6,"X, Y",,,Mega,Latios,1,,Mega Latios,Mega Latios,381,,,latios-mega,Latios,Yes,latios-mega,Dragon,,Pyschic,,"30,720",Undiscovered,,100.00%,0.00%,Levitate,,,,Shift Gear,Steel,,,
Yes,No,3,"Ruby, Sapphire, Emerald",,,,Kyogre,0,,Kyogre,Kyogre,382,,,kyogre,Kyogre,,kyogre,Water,,,,"30,720",Undiscovered,,○,○,Drizzle,,,,Shock Wave,Electric,,,
No,No,6,"X, Y",Battle,,,Kyogre,1,,Primal Kyogre,Primal Kyogre,382,,,kyogre-primal,Kyogre,,kyogre-primal,Water,,,,"30,720",Undiscovered,,○,○,Primordial Sea,,,,Shore Up,Ground,,,
Yes,No,3,"Ruby, Sapphire, Emerald",,,,Groudon,0,,Groudon,Groudon,383,,,groudon,Groudon,,groudon,Ground,,,,"30,720",Undiscovered,,○,○,Drought,,,,Signal Beam,Bug,,,
No,No,6,"X, Y",Battle,,,Groudon,1,,Primal Groudon,Primal Groudon,383,,,groudon-primal,Groudon,,groudon-primal,Ground,,Fire,,"30,720",Undiscovered,,○,○,Desolate Land,,,,Silver Wind,Bug,,,
Yes,No,3,"Ruby, Sapphire, Emerald",,,,Rayquaza,0,,Rayquaza,Rayquaza,384,,,rayquaza,Rayquaza,,rayquaza,Dragon,,Flying,,"30,720",Undiscovered,,○,○,Air Lock,,,,Simple Beam,Normal,,,
No,No,6,"X, Y",,,Mega,Rayquaza,1,,Mega Rayquaza,Mega Rayquaza,384,,,rayquaza-mega,Rayquaza,Yes,rayquaza-mega,Dragon,,Flying,,"30,720",Undiscovered,,○,○,Delta Stream,,,,Sing,Normal,,,
Yes,No,3,"Ruby, Sapphire, Emerald",,,,Jirachi,0,,Jirachi,Jirachi,385,,,jirachi,Jirachi,,jirachi,Steel,,Pyschic,,"30,720",Undiscovered,,○,○,Serene Grace,,,,Sinister Arrow Raid,Ghost,,,
Yes,No,3,"Ruby, Sapphire, Emerald",,,,Deoxys,0,,Deoxys,Deoxys,386,,,deoxys,Deoxys,,deoxys,Pyschic,,,,"30,720",Undiscovered,,○,○,Pressure,,,,Sketch,Normal,,,
Yes,No,3,"Ruby, Sapphire, Emerald",Alternate,,,Deoxys,1,,Deoxys-Attack,Deoxys Attaque,386,,,deoxys-attack,Deoxys,,deoxys-attack,Pyschic,,,,"30,720",Undiscovered,,○,○,Pressure,,,,Skill Swap,Pyschic,,,
Yes,No,3,"Ruby, Sapphire, Emerald",Alternate,,,Deoxys,2,,Deoxys-Defense,Deoxys Défense,386,,,deoxys-defense,Deoxys,,deoxys-defense,Pyschic,,,,"30,720",Undiscovered,,○,○,Pressure,,,,Skull Bash,Normal,,,
Yes,No,3,"Ruby, Sapphire, Emerald",Alternate,,,Deoxys,3,,Deoxys-Speed,Deoxys Vitesse,386,,,deoxys-speed,Deoxys,,deoxys-speed,Pyschic,,,,"30,720",Undiscovered,,○,○,Pressure,,,,Sky Attack,Flying,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Turtwig,0,,Turtwig,Tortipouss,387,,,turtwig,Turtwig,,turtwig,Grass,,,,"5,120",Monster,Grass,88.10%,11.90%,Overgrow,,Shell Armor,,Sky Drop,Flying,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Turtwig,1,,Alpha Turtwig,Baron Tortipouss,387,,,turtwig,Turtwig,,turtwig-alpha,Grass,,,,"5,120",Monster,Grass,88.10%,11.90%,Overgrow,,Shell Armor,,Sky Drop,Flying,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Turtwig,2,18,Grotle,Boskara,388,,,grotle,Grotle,,grotle,Grass,,,,"5,120",Monster,Grass,88.10%,11.90%,Overgrow,,Shell Armor,,Sky Uppercut,Fighting,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Turtwig,3,18,Alpha Grotle,Baron Boskara,388,,,grotle,Grotle,,grotle-alpha,Grass,,,,"5,120",Monster,Grass,88.10%,11.90%,Overgrow,,Shell Armor,,Sky Uppercut,Fighting,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Turtwig,4,32,Torterra,Torterra,389,,,torterra,Torterra,,torterra,Grass,,Ground,,"5,120",Monster,Grass,88.10%,11.90%,Overgrow,,Shell Armor,,Slack Off,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Turtwig,5,32,Alpha Torterra,Baron Torterra,389,,,torterra,Torterra,,torterra-alpha,Grass,,Ground,,"5,120",Monster,Grass,88.10%,11.90%,Overgrow,,Shell Armor,,Slack Off,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Chimchar,0,,Chimchar,Ouisticram,390,,,chimchar,Chimchar,,chimchar,Fire,,,,"5,120",Field,Human-Like,88.10%,11.90%,Blaze,,Iron Fist,,Slam,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Chimchar,1,,Alpha Chimchar,Baron Ouisticram,390,,,chimchar,Chimchar,,chimchar-alpha,Fire,,,,"5,120",Field,Human-Like,88.10%,11.90%,Blaze,,Iron Fist,,Slam,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Chimchar,2,14,Monferno,Chimpenfeu,391,,,monferno,Monferno,,monferno,Fire,,Fighting,,"5,120",Field,Human-Like,88.10%,11.90%,Blaze,,Iron Fist,,Slash,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Chimchar,3,14,Alpha Monferno,Baron Chimpenfeu,391,,,monferno,Monferno,,monferno-alpha,Fire,,Fighting,,"5,120",Field,Human-Like,88.10%,11.90%,Blaze,,Iron Fist,,Slash,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Chimchar,4,36,Infernape,Simiabraz,392,,,infernape,Infernape,,infernape,Fire,,Fighting,,"5,120",Field,Human-Like,88.10%,11.90%,Blaze,,Iron Fist,,Sleep Powder,Grass,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Chimchar,5,36,Alpha Infernape,Baron Simiabraz,392,,,infernape,Infernape,,infernape-alpha,Fire,,Fighting,,"5,120",Field,Human-Like,88.10%,11.90%,Blaze,,Iron Fist,,Sleep Powder,Grass,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Piplup,0,,Piplup,Tiplouf,393,,,piplup,Piplup,,piplup,Water,,,,"5,120",Water 1,Field,88.10%,11.90%,Torrent,,Defiant,,Sleep Talk,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Piplup,1,,Alpha Piplup,Baron Tiplouf,393,,,piplup,Piplup,,piplup-alpha,Water,,,,"5,120",Water 1,Field,88.10%,11.90%,Torrent,,Defiant,,Sleep Talk,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Piplup,2,16,Prinplup,Prinplouf,394,,,prinplup,Prinplup,,prinplup,Water,,,,"5,120",Water 1,Field,88.10%,11.90%,Torrent,,Defiant,,Sludge,Poison,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Piplup,3,16,Alpha Prinplup,Baron Prinplouf,394,,,prinplup,Prinplup,,prinplup-alpha,Water,,,,"5,120",Water 1,Field,88.10%,11.90%,Torrent,,Defiant,,Sludge,Poison,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Piplup,4,36,Empoleon,Pingoléon,395,,,empoleon,Empoleon,,empoleon,Water,,Steel,,"5,120",Water 1,Field,88.10%,11.90%,Torrent,,Defiant,,Sludge Bomb,Poison,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Piplup,5,36,Alpha Empoleon,Baron Pingoléon,395,,,empoleon,Empoleon,,empoleon-alpha,Water,,Steel,,"5,120",Water 1,Field,88.10%,11.90%,Torrent,,Defiant,,Sludge Bomb,Poison,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Starly,0,,Starly,Étourmi,396,,,starly,Starly,,starly,Normal,,Flying,,"3,840",Flying,,50.00%,50.00%,Keen Eye,,Reckless,,Sludge Wave,Poison,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Starly,1,,Alpha Starly,Baron Étourmi,396,,,starly,Starly,,starly-alpha,Normal,,Flying,,"3,840",Flying,,50.00%,50.00%,Keen Eye,,Reckless,,Sludge Wave,Poison,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Starly,2,,Starly ♀,Étourmi ♀,396,,,starly,Starly,,starly-f,Normal,,Flying,,"3,840",Flying,,50.00%,50.00%,Keen Eye,,Reckless,,Smack Down,Rock,,,
Yes,Yes,8,Pokémon Legends Arceus,Gender,,Alpha,Starly,3,,Alpha Starly ♀,Baron Étourmi ♀,396,,,starly,Starly,,starly-f-alpha,Normal,,Flying,,"3,840",Flying,,50.00%,50.00%,Keen Eye,,Reckless,,Smack Down,Rock,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Starly,4,14,Staravia,Étourvol,397,,,staravia,Staravia,,staravia,Normal,,Flying,,"3,840",Flying,,50.00%,50.00%,Intimidate,,Reckless,,Smart Strike,Steel,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Starly,5,14,Alpha Staravia,Baron Étourvol,397,,,staravia,Staravia,,staravia-alpha,Normal,,Flying,,"3,840",Flying,,50.00%,50.00%,Intimidate,,Reckless,,Smart Strike,Steel,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Starly,6,14,Staravia ♀,Étourvol ♀,397,,,staravia,Staravia,,staravia-f,Normal,,Flying,,"3,840",Flying,,50.00%,50.00%,Intimidate,,Reckless,,Smelling Salts,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,Gender,,Alpha,Starly,7,14,Alpha Staravia ♀,Baron Étourvol ♀,397,,,staravia,Staravia,,staravia-alpha-f,Normal,,Flying,,"3,840",Flying,,50.00%,50.00%,Intimidate,,Reckless,,Smelling Salts,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Starly,8,34,Staraptor,Étouraptor,398,,,staraptor,Staraptor,,staraptor,Normal,,Flying,,"3,840",Flying,,50.00%,50.00%,Intimidate,,Reckless,,Smog,Poison,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Starly,9,34,Alpha Staraptor,Baron Étouraptor,398,,,staraptor,Staraptor,,staraptor-alpha,Normal,,Flying,,"3,840",Flying,,50.00%,50.00%,Intimidate,,Reckless,,Smog,Poison,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Starly,10,34,Staraptor ♀,Étouraptor ♀,398,,,staraptor,Staraptor,,staraptor-f,Normal,,Flying,,"3,840",Flying,,50.00%,50.00%,Intimidate,,Reckless,,Smokescreen,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,Gender,,Alpha,Starly,11,34,Alpha Staraptor ♀,Baron Étouraptor ♀,398,,,staraptor,Staraptor,,staraptor-alpha-f,Normal,,Flying,,"3,840",Flying,,50.00%,50.00%,Intimidate,,Reckless,,Smokescreen,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Bidoof,0,,Bidoof,Keunotor,399,,,bidoof,Bidoof,,bidoof,Normal,,,,"3,840",Water 1,Field,50.00%,50.00%,Simple,Unaware,Moody,,Snap Trap,Grass,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Bidoof,1,,Alpha Bidoof,Baron Keunotor,399,,,bidoof,Bidoof,,bidoof-alpha,Normal,,,,"3,840",Water 1,Field,50.00%,50.00%,Simple,Unaware,Moody,,Snap Trap,Grass,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Bidoof,2,,Bidoof ♀,Keunotor ♀,399,,,bidoof,Bidoof,,bidoof-f,Normal,,,,"3,840",Water 1,Field,50.00%,50.00%,Simple,Unaware,Moody,,Snarl,Dark,,,
Yes,Yes,8,Pokémon Legends Arceus,Gender,,Alpha,Bidoof,3,,Alpha Bidoof ♀,Baron Keunotor ♀,399,,,bidoof,Bidoof,,bidoof-f-alpha,Normal,,,,"3,840",Water 1,Field,50.00%,50.00%,Simple,Unaware,Moody,,Snarl,Dark,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Bidoof,4,15,Bibarel,Castorno,400,,,bibarel,Bibarel,,bibarel,Normal,,Water,,"3,840",Water 1,Field,50.00%,50.00%,Simple,Unaware,Moody,,Snatch,Dark,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Bidoof,5,15,Alpha Bibarel,Baron Castorno,400,,,bibarel,Bibarel,,bibarel-alpha,Normal,,Water,,"3,840",Water 1,Field,50.00%,50.00%,Simple,Unaware,Moody,,Snatch,Dark,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Bidoof,6,15,Bibarel ♀,Castorno ♀,400,,,bibarel,Bibarel,,bibarel-f,Normal,,Water,,"3,840",Water 1,Field,50.00%,50.00%,Simple,Unaware,Moody,,Snipe Shot,Water,,,
Yes,Yes,8,Pokémon Legends Arceus,Gender,,Alpha,Bidoof,7,15,Alpha Bibarel ♀,Baron Castorno ♀,400,,,bibarel,Bibarel,,bibarel-alpha-f,Normal,,Water,,"3,840",Water 1,Field,50.00%,50.00%,Simple,Unaware,Moody,,Snipe Shot,Water,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Kricketot,0,,Kricketot,Crikzik,401,,,kricketot,Kricketot,,kricketot,Bug,,,,"3,840",Bug,,50.00%,50.00%,Shed Skin,,Run Away,,Snore,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Kricketot,1,,Alpha Kricketot,Baron Crikzik,401,,,kricketot,Kricketot,,kricketot-alpha,Bug,,,,"3,840",Bug,,50.00%,50.00%,Shed Skin,,Run Away,,Snore,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Kricketot,2,,Kricketot ♀,Crikzik ♀,401,,,kricketot,Kricketot,,kricketot-f,Bug,,,,"3,840",Bug,,50.00%,50.00%,Shed Skin,,Run Away,,Soak,Water,,,
Yes,Yes,8,Pokémon Legends Arceus,Gender,,Alpha,Kricketot,3,,Alpha Kricketot ♀,Baron Crikzik ♀,401,,,kricketot,Kricketot,,kricketot-f-alpha,Bug,,,,"3,840",Bug,,50.00%,50.00%,Shed Skin,,Run Away,,Soak,Water,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Kricketot,4,10,Kricketune,Mélokrik,402,,,kricketune,Kricketune,,kricketune,Bug,,,,"3,840",Bug,,50.00%,50.00%,Swarm,,Technician,,Soft-Boiled,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Kricketot,5,10,Alpha Kricketune,Baron Mélokrik,402,,,kricketune,Kricketune,,kricketune-alpha,Bug,,,,"3,840",Bug,,50.00%,50.00%,Swarm,,Technician,,Soft-Boiled,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Kricketot,6,10,Kricketune ♀,Mélokrik ♀,402,,,kricketune,Kricketune,,kricketune-f,Bug,,,,"3,840",Bug,,50.00%,50.00%,Swarm,,Technician,,Solar Beam,Grass,,,
Yes,Yes,8,Pokémon Legends Arceus,Gender,,Alpha,Kricketot,7,10,Alpha Kricketune ♀,Baron Mélokrik ♀,402,,,kricketune,Kricketune,,kricketune-alpha-f,Bug,,,,"3,840",Bug,,50.00%,50.00%,Swarm,,Technician,,Solar Beam,Grass,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Shinx,0,,Shinx,Lixy,403,,,shinx,Shinx,,shinx,Electric,,,,"5,120",Field,,50.00%,50.00%,Rivalry,Intimidate,Guts,,Solar Blade,Grass,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Shinx,1,,Alpha Shinx,Baron Lixy,403,,,shinx,Shinx,,shinx-alpha,Electric,,,,"5,120",Field,,50.00%,50.00%,Rivalry,Intimidate,Guts,,Solar Blade,Grass,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Shinx,2,,Shinx ♀,Lixy ♀,403,,,shinx,Shinx,,shinx-f,Electric,,,,"5,120",Field,,50.00%,50.00%,Rivalry,Intimidate,Guts,,Sonic Boom,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,Gender,,Alpha,Shinx,3,,Alpha Shinx ♀,Baron Lixy ♀,403,,,shinx,Shinx,,shinx-f-alpha,Electric,,,,"5,120",Field,,50.00%,50.00%,Rivalry,Intimidate,Guts,,Sonic Boom,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Shinx,4,15,Luxio,Luxio,404,,,luxio,Luxio,,luxio,Electric,,,,"5,120",Field,,50.00%,50.00%,Rivalry,Intimidate,Guts,,Soul-Stealing 7-Star Strike,Ghost,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Shinx,5,15,Alpha Luxio,Baron Luxio,404,,,luxio,Luxio,,luxio-alpha,Electric,,,,"5,120",Field,,50.00%,50.00%,Rivalry,Intimidate,Guts,,Soul-Stealing 7-Star Strike,Ghost,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Shinx,6,15,Luxio ♀,Luxio ♀,404,,,luxio,Luxio,,luxio-f,Electric,,,,"5,120",Field,,50.00%,50.00%,Rivalry,Intimidate,Guts,,Spacial Rend,Dragon,,,
Yes,Yes,8,Pokémon Legends Arceus,Gender,,Alpha,Shinx,7,15,Alpha Luxio ♀,Baron Luxio ♀,404,,,luxio,Luxio,,luxio-alpha-f,Electric,,,,"5,120",Field,,50.00%,50.00%,Rivalry,Intimidate,Guts,,Spacial Rend,Dragon,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Shinx,8,30,Luxray,Luxray,405,,,luxray,Luxray,,luxray,Electric,,,,"5,120",Field,,50.00%,50.00%,Rivalry,Intimidate,Guts,,Spark,Electric,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Shinx,9,30,Alpha Luxray,Baron Luxray,405,,,luxray,Luxray,,luxray-alpha,Electric,,,,"5,120",Field,,50.00%,50.00%,Rivalry,Intimidate,Guts,,Spark,Electric,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Shinx,10,30,Luxray ♀,Luxray ♀,405,,,luxray,Luxray,,luxray-f,Electric,,,,"5,120",Field,,50.00%,50.00%,Rivalry,Intimidate,Guts,,Sparkling Aria,Water,,,
Yes,Yes,8,Pokémon Legends Arceus,Gender,,Alpha,Shinx,11,30,Alpha Luxray ♀,Baron Luxray ♀,405,,,luxray,Luxray,,luxray-alpha-f,Electric,,,,"5,120",Field,,50.00%,50.00%,Rivalry,Intimidate,Guts,,Sparkling Aria,Water,,,
Yes,No,4,"Diamond, Pearl, Platinium",,,,Roselia,12,,Budew,Rozbouton,406,,,budew,Budew,,budew,Grass,,Poison,,"5,120",Undiscovered,,50.00%,50.00%,Natural Cure,Poison Point,Leaf Guard,,Spectral Thief,Ghost,,,
Yes,No,8,Pokémon Legends Arceus,,,Alpha,Roselia,13,,Alpha Budew,Baron Rozbouton,406,,,budew,Budew,,budew-alpha,Grass,,Poison,,"5,120",Undiscovered,,50.00%,50.00%,Natural Cure,Poison Point,Leaf Guard,,Spectral Thief,Ghost,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Roselia,14,Shiny Stone,Roserade,Roserade,407,,,roserade,Roserade,,roserade,Grass,,Poison,,"5,120",Fairy,Grass,50.00%,50.00%,Natural Cure,Poison Point,Technician,,Speed Swap,Pyschic,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Roselia,15,Shiny Stone,Alpha Roserade,Baron Roserade,407,,,roserade,Roserade,,roserade-alpha,Grass,,Poison,,"5,120",Fairy,Grass,50.00%,50.00%,Natural Cure,Poison Point,Technician,,Speed Swap,Pyschic,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Roselia,16,Shiny Stone,Roserade ♀,Roserade ♀,407,,,roserade,Roserade,,roserade-f,Grass,,Poison,,"5,120",Fairy,Grass,50.00%,50.00%,Natural Cure,Poison Point,Technician,,Spider Web,Bug,,,
Yes,Yes,8,Pokémon Legends Arceus,Gender,,Alpha,Roselia,17,Shiny Stone,Alpha Roserade ♀,Baron Roserade ♀,407,,,roserade,Roserade,,roserade-alpha-f,Grass,,Poison,,"5,120",Fairy,Grass,50.00%,50.00%,Natural Cure,Poison Point,Technician,,Spider Web,Bug,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Cranidos,0,,Cranidos,Kranidos,408,,,cranidos,Cranidos,,cranidos,Rock,,,,"7,680",Monster,,88.10%,11.90%,Mold Breaker,,Sheer Force,,Spike Cannon,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Cranidos,1,,Alpha Cranidos,Baron Kranidos,408,,,cranidos,Cranidos,,cranidos-alpha,Rock,,,,"7,680",Monster,,88.10%,11.90%,Mold Breaker,,Sheer Force,,Spike Cannon,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Cranidos,2,30,Rampardos,Charkos,409,,,rampardos,Rampardos,,rampardos,Rock,,,,"7,680",Monster,,88.10%,11.90%,Mold Breaker,,Sheer Force,,Spikes,Ground,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Cranidos,3,30,Alpha Rampardos,Baron Charkos,409,,,rampardos,Rampardos,,rampardos-alpha,Rock,,,,"7,680",Monster,,88.10%,11.90%,Mold Breaker,,Sheer Force,,Spikes,Ground,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Shieldon,0,,Shieldon,Dinoclier,410,,,shieldon,Shieldon,,shieldon,Rock,,Steel,,"7,680",Monster,,88.10%,11.90%,Sturdy,,Soundproof,,Spiky Shield,Grass,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Shieldon,1,,Alpha Shieldon,Baron Dinoclier,410,,,shieldon,Shieldon,,shieldon-alpha,Rock,,Steel,,"7,680",Monster,,88.10%,11.90%,Sturdy,,Soundproof,,Spiky Shield,Grass,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Shieldon,2,30,Bastiodon,Bastiodon,411,,,bastiodon,Bastiodon,,bastiodon,Rock,,Steel,,"7,680",Monster,,88.10%,11.90%,Sturdy,,Soundproof,,Spirit Break,Fairy,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Shieldon,3,30,Alpha Bastiodon,Baron Bastiodon,411,,,bastiodon,Bastiodon,,bastiodon-alpha,Rock,,Steel,,"7,680",Monster,,88.10%,11.90%,Sturdy,,Soundproof,,Spirit Break,Fairy,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Plant Burmy,0,,Plant Burmy,Plant Cheniti,412,,,burmy,Burmy,,burmy,Bug,,,,"3,840",Bug,,50.00%,50.00%,Shed Skin,,Overcoat,,Spirit Shackle,Ghost,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Plant Burmy,1,,Alpha Plant Burmy,Baron Plant Cheniti,412,,,burmy,Burmy,,burmy-alpha,Bug,,,,"3,840",Bug,,50.00%,50.00%,Shed Skin,,Overcoat,,Spirit Shackle,Ghost,,,
Yes,No,4,"Diamond, Pearl, Platinium",,,,Plant Burmy,2,,Trash Burmy,Trash Cheniti,412,,,burmy-trash,Burmy,,burmy-trash,Bug,,,,"3,840",Bug,,50.00%,50.00%,Shed Skin,,Overcoat,,Spit Up,Normal,,,
Yes,No,8,Pokémon Legends Arceus,,,Alpha,Plant Burmy,3,,Alpha Trash Burmy,Baron Trash Cheniti,412,,,burmy-trash,Burmy,,burmy-trash-alpha,Bug,,,,"3,840",Bug,,50.00%,50.00%,Shed Skin,,Overcoat,,Spit Up,Normal,,,
Yes,No,4,"Diamond, Pearl, Platinium",,,,Plant Burmy,4,,Sand Burmy,Sand Cheniti,412,,,burmy-sandy,Burmy,,burmy-sandy,Bug,,,,"3,840",Bug,,50.00%,50.00%,Shed Skin,,Overcoat,,Spite,Ghost,,,
Yes,No,8,Pokémon Legends Arceus,,,Alpha,Plant Burmy,5,,Alpha Sand Burmy,Baron Sand Cheniti,412,,,burmy-sandy,Burmy,,burmy-sandy-alpha,Bug,,,,"3,840",Bug,,50.00%,50.00%,Shed Skin,,Overcoat,,Spite,Ghost,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Plant Burmy,6,20 (Female),Plant Wormadam,Plant Cheniselle,413,,,wormadam,Wormadam,,wormadam,Bug,,Grass,,"3,840",Bug,,50.00%,50.00%,Anticipation,,Overcoat,,Splash,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Plant Burmy,7,20 (Female),Alpha Plant Wormadam,Baron Plant Cheniselle,413,,,wormadam,Wormadam,,wormadam-alpha,Bug,,Grass,,"3,840",Bug,,50.00%,50.00%,Anticipation,,Overcoat,,Splash,Normal,,,
Yes,No,4,"Diamond, Pearl, Platinium",,,,Plant Burmy,8,20 (Female),Trash Wormadam,Trash Cheniselle,413,,,wormadam-trash,Wormadam,,wormadam-trash,Bug,,Steel,,"3,840",Bug,,50.00%,50.00%,Anticipation,,Overcoat,,Splintered Stormshards,Rock,,,
Yes,No,8,Pokémon Legends Arceus,,,Alpha,Plant Burmy,9,20 (Female),Alpha Trash Wormadam,Baron Trash Cheniselle,413,,,wormadam-trash,Wormadam,,wormadam-trash-alpha,Bug,,Steel,,"3,840",Bug,,50.00%,50.00%,Anticipation,,Overcoat,,Splintered Stormshards,Rock,,,
Yes,No,4,"Diamond, Pearl, Platinium",,,,Plant Burmy,10,20 (Female),Sand Wormadam,Sand Cheniselle,413,,,wormadam-sandy,Wormadam,,wormadam-sandy,Bug,,Ground,,"3,840",Bug,,50.00%,50.00%,Anticipation,,Overcoat,,Spore,Grass,,,
Yes,No,8,Pokémon Legends Arceus,,,Alpha,Plant Burmy,11,20 (Female),Alpha Sand Wormadam,Baron Sand Cheniselle,413,,,wormadam-sandy,Wormadam,,wormadam-sandy-alpha,Bug,,Ground,,"3,840",Bug,,50.00%,50.00%,Anticipation,,Overcoat,,Spore,Grass,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Plant Burmy,12,20 (Male),Mothim,Papilord,414,,,mothim,Mothim,,mothim,Bug,,Flying,,"3,840",Bug,,100.00%,0.00%,Swarm,,Tinted Lens,,Spotlight,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Plant Burmy,13,20 (Male),Alpha Mothim,Baron Papilord,414,,,mothim,Mothim,,mothim-alpha,Bug,,Flying,,"3,840",Bug,,100.00%,0.00%,Swarm,,Tinted Lens,,Spotlight,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Combee,0,,Combee,Apitrini,415,,,combee,Combee,,combee,Bug,,Flying,,"3,840",Bug,,88.10%,11.90%,Honey Gather,,Hustle,,Stealth Rock,Rock,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Combee,1,,Alpha Combee,Baron Apitrini,415,,,combee,Combee,,combee-alpha,Bug,,Flying,,"3,840",Bug,,88.10%,11.90%,Honey Gather,,Hustle,,Stealth Rock,Rock,,,
